  1	 1
  2	 2
  3	 2
  4	 2
  5	 4
  6	 2
  7	 4
  8	 2
  9	 4
 10	 2
 11	 4
 12	 4
 13	 8
 14	 4
 15	 2
 16	 4
 17	 2
 18	 4
 19	 4
 20	 8
 21	 4
 22	 8
 23	 4
 24	 4
 25	 2
 26	 4
 27	 2
 28	 4
 29	 4
 30	 8
 31	 4
 32	 2
 33	 4
 34	 2
 35	 4
 36	 4
 37	 8
 38	 4
 39	 8
 40	 4
 41	 8
 42	 4
 43	 8
 44	 4
 45	 4
 46	 8
 47	 4
 48	 4
 49	 4
 50	 8
 51	 4
 52	 4
 53	 4
 54	 8
 55	 8
 56	16
 57	 8
 58	 8
 59	 4
 60	 8
 61	 4
 62	 4
 63	 4
 64	 8
 65	 8
 66	 8
 67	16
 68	 8
 69	 8
 70	 8
 71	16
 72	 8
 73	16
 74	 8
 75	 8
 76	 8
 77	 4
 78	 8
 79	 4
 80	 4
 81	 4
 82	 8
 83	 8
 84	16
 85	 8
 86	 4
 87	 8
 88	 4
 89	 4
 90	 4
 91	 8
 92	 8
 93	16
 94	 8
 95	 8
 96	 8
 97	 8
 98	 8
 99	 4
100	 8
101	 4
102	 8
103	16
104	32
105	 8
106	 4
107	 8
108	 4
109	 4
110	 8
111	16
112	 8
113	 4
114	 8
115	 4
116	 4
117	 8
118	 8
119	 4
120	 8
121	 4
122	 8
123	16
124	 8
125	 8
126	 8
127	 8
128	 8
129	 8
130	16
131	 8
132	 8
133	16
134	 8
135	16
136	16
137	 8
138	 8
139	16
140	16
141	32
142	16
143	16
144	16
145	 8
146	16
147	 8
148	 8
149	 8
150	 8
151	16
152	 8
153	 8
154	 8
155	 4
156	 8
157	 4
158	 4
159	 8
160	 8
161	16
162	16
163	32
164	 8
165	 8
166	 8
167	16
168	 4
169	 8
170	 4
171	 4
172	 4
173	 8
174	 8
175	16
176	 8
177	 8
178	 4
179	 8
180	 4
181	 4
182	 8
183	16
184	 8
185	 4
186	 8
187	 4
188	 4
189	 4
190	 8
191	 8
192	16
193	 8
194	 8
195	 8
196	 8
197	16
198	 4
199	 8
200	 4
201	 4
202	 4
203	 8
204	 8
205	 4
206	 8
207	 4
208	 4
209	 4
210	 8
211	 8
212	 4
213	 8
214	 4
215	 4
216	 4
217	 8
218	 8
219	 4
220	 8
221	 4
222	 4
223	 8
224	 8
225	 8
226	 4
227	 8
228	 4
229	 4
230	 4
231	 4
232	 8
233	 4
234	 4
235	32
236	 8
237	16
238	 8
239	 8
240	16
241	 8
242	16
243	16
244	16
245	 8
246	 8
247	16
248	16
249	 8
250	16
251	 8
252	 8
253	 8
254	 8
255	 8
256	 8
257	 8
258	 8
259	16
260	 8
261	 8
262	 8
263	 8
264	 8
265	 8
266	16
267	 8
268	 8
269	 8
270	16
271	 8
272	16
273	16
274	 8
275	 8
276	 8
277	16
278	 8
279	16
280	 8
281	 8
282	 8
283	16
284	 8
285	16
286	16
287	 8
288	 8
289	 8
290	16
291	 8
292	16
293	 8
294	 8
295	 8
296	 8
297	 8
298	 8
299	 8
300	 8
301	16
302	 8
303	 8
304	 8
305	 8
306	 8
307	 8
308	 8
309	16
310	32
311	16
312	16
313	16
314	16
315	16
316	16
317	16
318	16
319	16
320	16
321	32
322	16
323	16
324	 8
325	16
326	 8
327	 8
328	 8
329	 8
330	 8
331	 8
332	16
333	 8
334	 8
335	 8
336	 8
337	 8
338	 8
339	16
340	 8
341	 8
342	 8
343	 8
344	 8
345	 8
346	 8
347	 8
348	16
349	 8
350	 8
351	 8
352	16
353	32
354	64
355	16
356	16
357	32
358	 8
359	16
360	 8
361	 8
362	 8
363	64
364	 8
365	16
366	 8
367	 8
368	 8
369	 8
370	 8
371	16
372	32
373	16
374	16
375	16
376	32
377	 8
378	16
379	 8
380	 8
381	 8
382	 8
383	 8
384	16
385	16
386	16
387	 8
388	16
389	 8
390	 8
391	 8
392	 8
393	 8
394	 8
395	 8
396	16
397	16
398	32
399	16
400	16
401	16
402	16
403	16
404	16
405	32
406	 8
407	16
408	 8
409	 8
410	 8
411	 8
412	 8
413	 8
414	 8
415	 8
416	16
417	 8
418	 8
419	 8
420	 8
421	 8
422	 8
423	 8
424	16
425	16
426	16
427	16
428	 8
429	16
430	 8
431	 8
432	 8
433	 8
434	 8
435	 8
436	 8
437	16
438	16
439	16
440	16
441	 8
442	16
443	 8
444	 8
445	 8
446	 8
447	 8
448	16
449	16
450	16
451	 8
452	16
453	 8
454	 8
455	 8
456	 8
